device=NVIDIA RTX A6000
shape=hidden5376,vocab262144,embedding_bytes=2818572288,out_max_tokens=8192
contract=embedding_gather_microbenchmark timing=CUDA_event_gpu_timeline cache_mode=warm l2_flush_bytes=0 launch_overhead=queued_launches_only host_wall_time=excluded stability_scope=single_process min_effect_for_claim_pct=5 iters=300 warmup=50 trials=15
tokens,min_ms,median_ms,avg_ms,max_ms,median_effective_gib_s,effective_mib,samples_ms
1,0.009683,0.010906,0.012112,0.018925,1.836,0.021,0.014766;0.010815;0.010637;0.010856;0.010092;0.011156;0.018925;0.016793;0.009683;0.010575;0.010182;0.012305;0.011550;0.010906;0.012437
4,0.005991,0.007127,0.007569,0.010843,11.240,0.082,0.010843;0.009955;0.007231;0.007753;0.008436;0.006524;0.008602;0.006552;0.005991;0.006722;0.006260;0.006052;0.006507;0.008975;0.007127
16,0.006526,0.007857,0.009144,0.015893,40.785,0.328,0.006526;0.007532;0.007248;0.006985;0.015893;0.008880;0.007532;0.007857;0.007672;0.008623;0.006970;0.010750;0.011842;0.011526;0.011318
64,0.005726,0.010181,0.009415,0.011816,125.900,1.312,0.011405;0.011381;0.011460;0.011816;0.011545;0.010039;0.010181;0.009784;0.010598;0.011133;0.006648;0.007530;0.006054;0.005726;0.005919
256,0.005061,0.008011,0.007742,0.009513,640.016,5.250,0.008541;0.005944;0.006777;0.008011;0.007735;0.007820;0.009445;0.009119;0.007609;0.009513;0.008035;0.008025;0.008349;0.005061;0.006141
1024,0.035167,0.035366,0.035353,0.035422,579.876,21.000,0.035368;0.035360;0.035401;0.035418;0.035366;0.035344;0.035339;0.035368;0.035315;0.035415;0.035337;0.035389;0.035422;0.035283;0.035167
4096,0.131864,0.131904,0.131913,0.132006,621.903,84.000,0.131981;0.131884;0.131890;0.131864;0.131903;0.131904;0.131917;0.131883;0.131952;0.131892;0.131906;0.131886;0.131914;0.131914;0.132006
8192,0.261402,0.261463,0.261469,0.261524,627.478,168.000,0.261514;0.261430;0.261451;0.261485;0.261462;0.261402;0.261508;0.261498;0.261435;0.261486;0.261443;0.261422;0.261524;0.261511;0.261463
