device=NVIDIA RTX A6000
shape=width512,max_rows=8192,seed=0x20260618
iters=100,warmup_iters=20,trials=5
cudnn_frontend=not_compiled
rows,rms_ms,rms_gib_s,rms_graph_kernel_ms,rms_graph_kernel_gib_s,cudnn_ms,cudnn_gib_s,cudnn_graph_kernel_ms,cudnn_graph_kernel_gib_s,cudnn_max_abs,scale_free_ms,scale_free_gib_s,scale_free_graph_kernel_ms,scale_free_graph_kernel_gib_s,cudnn_one_scale_ms,cudnn_one_scale_gib_s,cudnn_one_scale_graph_kernel_ms,cudnn_one_scale_graph_kernel_gib_s,cudnn_one_scale_max_abs,scale_free_vs_cudnn_one_scale,residual_ms,fused_ms,split_ms,fused_vs_split,fused_graph_kernel_ms,split_graph_kernel_ms,fused_graph_vs_split_graph,cudnn_split_ms,cudnn_split_graph_ms,fused_vs_cudnn_split,cudnn_split_max_abs
1,0.013390,0.214,0.001671,1.712,-1.000000,0.000,-1.000000,0.000,-1,0.012174,0.157,0.001503,1.269,-1.000000,0.000,-1.000000,0.000,-1,-1.000,0.010139,-1.000000,0.022198,-1.000,-1.000000,0.002689,-1.000,-1.000000,-1.000000,-1.000,-1
4,0.010158,1.127,0.001810,6.323,-1.000000,0.000,-1.000000,0.000,-1,0.012150,0.628,0.001625,4.695,-1.000000,0.000,-1.000000,0.000,-1,-1.000,0.009258,-1.000000,0.017300,-1.000,-1.000000,0.002831,-1.000,-1.000000,-1.000000,-1.000,-1
16,0.014044,3.259,0.001834,24.965,-1.000000,0.000,-1.000000,0.000,-1,0.010666,2.861,0.001659,18.400,-1.000000,0.000,-1.000000,0.000,-1,-1.000,0.009652,-1.000000,0.023795,-1.000,-1.000000,0.003054,-1.000,-1.000000,-1.000000,-1.000,-1
64,0.009297,19.696,0.001999,91.597,-1.000000,0.000,-1.000000,0.000,-1,0.009187,13.288,0.001661,73.473,-1.000000,0.000,-1.000000,0.000,-1,-1.000,0.005960,-1.000000,0.021792,-1.000,-1.000000,0.003216,-1.000,-1.000000,-1.000000,-1.000,-1
256,0.009004,81.340,0.002520,290.681,-1.000000,0.000,-1.000000,0.000,-1,0.011739,41.596,0.001801,271.075,-1.000000,0.000,-1.000000,0.000,-1,-1.000,0.007707,-1.000000,0.017456,-1.000,-1.000000,0.004090,-1.000,-1.000000,-1.000000,-1.000,-1
1024,0.011810,248.077,0.002711,1080.523,-1.000000,0.000,-1.000000,0.000,-1,0.012134,160.958,0.002031,961.638,-1.000000,0.000,-1.000000,0.000,-1,-1.000,0.005590,-1.000000,0.026708,-1.000,-1.000000,0.004702,-1.000,-1.000000,-1.000000,-1.000,-1
4096,0.013580,862.972,0.011030,1062.405,-1.000000,0.000,-1.000000,0.000,-1,0.011751,664.853,0.011118,702.664,-1.000000,0.000,-1.000000,0.000,-1,-1.000,0.018535,-1.000000,0.028368,-1.000,-1.000000,0.026545,-1.000,-1.000000,-1.000000,-1.000,-1
8192,0.027123,864.123,0.026133,896.850,-1.000000,0.000,-1.000000,0.000,-1,0.027058,577.458,0.026108,598.472,-1.000000,0.000,-1.000000,0.000,-1,-1.000,0.038770,-1.000000,0.064248,-1.000,-1.000000,0.062114,-1.000,-1.000000,-1.000000,-1.000,-1
