device=NVIDIA RTX A6000
shape=width256,max_rows=8192,seed=0x20260618
iters=100,warmup_iters=20,trials=5
cudnn_frontend=not_compiled
rows,rms_ms,rms_gib_s,rms_graph_kernel_ms,rms_graph_kernel_gib_s,cudnn_ms,cudnn_gib_s,cudnn_graph_kernel_ms,cudnn_graph_kernel_gib_s,cudnn_max_abs,scale_free_ms,scale_free_gib_s,scale_free_graph_kernel_ms,scale_free_graph_kernel_gib_s,cudnn_one_scale_ms,cudnn_one_scale_gib_s,cudnn_one_scale_graph_kernel_ms,cudnn_one_scale_graph_kernel_gib_s,cudnn_one_scale_max_abs,scale_free_vs_cudnn_one_scale,residual_ms,fused_ms,split_ms,fused_vs_split,fused_graph_kernel_ms,split_graph_kernel_ms,fused_graph_vs_split_graph,cudnn_split_ms,cudnn_split_graph_ms,fused_vs_cudnn_split,cudnn_split_max_abs
1,0.008362,0.171,0.001562,0.916,-1.000000,0.000,-1.000000,0.000,-1,0.007876,0.121,0.001366,0.698,-1.000000,0.000,-1.000000,0.000,-1,-1.000,0.008204,-1.000000,0.021200,-1.000,-1.000000,0.002713,-1.000,-1.000000,-1.000000,-1.000,-1
4,0.011051,0.518,0.001558,3.673,-1.000000,0.000,-1.000000,0.000,-1,0.007603,0.502,0.001393,2.739,-1.000000,0.000,-1.000000,0.000,-1,-1.000,0.008820,-1.000000,0.019001,-1.000,-1.000000,0.002643,-1.000,-1.000000,-1.000000,-1.000,-1
16,0.010464,2.187,0.001608,14.237,-1.000000,0.000,-1.000000,0.000,-1,0.006534,2.335,0.001403,10.877,-1.000000,0.000,-1.000000,0.000,-1,-1.000,0.009060,-1.000000,0.013874,-1.000,-1.000000,0.002785,-1.000,-1.000000,-1.000000,-1.000,-1
64,0.009281,9.864,0.001810,50.575,-1.000000,0.000,-1.000000,0.000,-1,0.007876,7.750,0.001496,40.808,-1.000000,0.000,-1.000000,0.000,-1,-1.000,0.007209,-1.000000,0.018390,-1.000,-1.000000,0.002990,-1.000,-1.000000,-1.000000,-1.000,-1
256,0.007775,47.099,0.001961,186.720,-1.000000,0.000,-1.000000,0.000,-1,0.005823,41.924,0.001705,143.221,-1.000000,0.000,-1.000000,0.000,-1,-1.000,0.007628,-1.000000,0.010152,-1.000,-1.000000,0.003223,-1.000,-1.000000,-1.000000,-1.000,-1
1024,0.009178,159.611,0.002352,622.723,-1.000000,0.000,-1.000000,0.000,-1,0.008051,121.299,0.002121,460.434,-1.000000,0.000,-1.000000,0.000,-1,-1.000,0.007778,-1.000000,0.014628,-1.000,-1.000000,0.004047,-1.000,-1.000000,-1.000000,-1.000,-1
4096,0.009026,649.172,0.004088,1433.311,-1.000000,0.000,-1.000000,0.000,-1,0.008572,455.673,0.003911,998.857,-1.000000,0.000,-1.000000,0.000,-1,-1.000,0.008230,-1.000000,0.020323,-1.000,-1.000000,0.013031,-1.000,-1.000000,-1.000000,-1.000,-1
8192,0.012656,925.921,0.011383,1029.463,-1.000000,0.000,-1.000000,0.000,-1,0.011818,661.090,0.010868,718.843,-1.000000,0.000,-1.000000,0.000,-1,-1.000,0.018494,-1.000000,0.028616,-1.000,-1.000000,0.027031,-1.000,-1.000000,-1.000000,-1.000,-1
