device=NVIDIA RTX A6000
shape=width256,max_rows=8192,seed=0x20260618
iters=100,warmup_iters=20,trials=5
cudnn_frontend=not_compiled
rows,rms_ms,rms_gib_s,rms_graph_kernel_ms,rms_graph_kernel_gib_s,cudnn_ms,cudnn_gib_s,cudnn_graph_kernel_ms,cudnn_graph_kernel_gib_s,cudnn_max_abs,scale_free_ms,scale_free_gib_s,scale_free_graph_kernel_ms,scale_free_graph_kernel_gib_s,cudnn_one_scale_ms,cudnn_one_scale_gib_s,cudnn_one_scale_graph_kernel_ms,cudnn_one_scale_graph_kernel_gib_s,cudnn_one_scale_max_abs,scale_free_vs_cudnn_one_scale,residual_ms,fused_ms,split_ms,fused_vs_split,fused_graph_kernel_ms,split_graph_kernel_ms,fused_graph_vs_split_graph,cudnn_split_ms,cudnn_split_graph_ms,fused_vs_cudnn_split,cudnn_split_max_abs
1,0.007873,0.182,0.001542,0.928,-1.000000,0.000,-1.000000,0.000,-1,0.008227,0.116,0.001387,0.688,-1.000000,0.000,-1.000000,0.000,-1,-1.000,0.007710,-1.000000,0.018198,-1.000,-1.000000,0.002661,-1.000,-1.000000,-1.000000,-1.000,-1
4,0.008339,0.686,0.001541,3.713,-1.000000,0.000,-1.000000,0.000,-1,0.008218,0.464,0.001391,2.742,-1.000000,0.000,-1.000000,0.000,-1,-1.000,0.010256,-1.000000,0.016006,-1.000,-1.000000,0.002696,-1.000,-1.000000,-1.000000,-1.000,-1
16,0.010853,2.109,0.001591,14.386,-1.000000,0.000,-1.000000,0.000,-1,0.010721,1.423,0.001379,11.066,-1.000000,0.000,-1.000000,0.000,-1,-1.000,0.008984,-1.000000,0.020756,-1.000,-1.000000,0.002869,-1.000,-1.000000,-1.000000,-1.000,-1
64,0.008145,11.240,0.001735,52.777,-1.000000,0.000,-1.000000,0.000,-1,0.010009,6.098,0.001381,44.182,-1.000000,0.000,-1.000000,0.000,-1,-1.000,0.008587,-1.000000,0.016469,-1.000,-1.000000,0.002975,-1.000,-1.000000,-1.000000,-1.000,-1
256,0.011293,32.429,0.001900,192.694,-1.000000,0.000,-1.000000,0.000,-1,0.008111,30.101,0.001538,158.714,-1.000000,0.000,-1.000000,0.000,-1,-1.000,0.006112,-1.000000,0.013229,-1.000,-1.000000,0.003268,-1.000,-1.000000,-1.000000,-1.000,-1
1024,0.007763,188.706,0.002156,679.578,-1.000000,0.000,-1.000000,0.000,-1,0.010492,93.078,0.001856,526.074,-1.000000,0.000,-1.000000,0.000,-1,-1.000,0.009809,-1.000000,0.015486,-1.000,-1.000000,0.003910,-1.000,-1.000000,-1.000000,-1.000,-1
4096,0.011514,508.881,0.003101,1889.633,-1.000000,0.000,-1.000000,0.000,-1,0.009524,410.141,0.002767,1411.544,-1.000000,0.000,-1.000000,0.000,-1,-1.000,0.008169,-1.000000,0.020588,-1.000,-1.000000,0.011993,-1.000,-1.000000,-1.000000,-1.000,-1
8192,0.012340,949.693,0.011279,1038.955,-1.000000,0.000,-1.000000,0.000,-1,0.011738,665.560,0.010921,715.368,-1.000000,0.000,-1.000000,0.000,-1,-1.000,0.018484,-1.000000,0.026670,-1.000,-1.000000,0.025582,-1.000,-1.000000,-1.000000,-1.000,-1
