kind,count,total_ms,avg_us,min_us,max_us
sliding_fused_layer,480,346.11213300000026,721.0669437500005,713.059,730.02
global_fused_layer,96,72.252466,752.6298541666666,745.571,758.724
final_logits_sample,13,36.879887000000004,2836.9143846153847,2833.166,2842.381
prefill_dual_gemm,48,16.137421999999997,336.1962916666666,335.618,337.442
prefill_gemm,232,16.08401200000001,69.32763793103452,25.184,172.385
other,399,1.2986000000000006,3.254636591478698,1.056,10.624
rmsnorm,205,0.5813779999999998,2.835990243902438,2.56,3.232
